id	tweet	subtask_a	subtask_b	subtask_c
62842	 HOSTILE ENVIRONMENT against the POOREST and most VULNERABLE in our society just keeps on rolling So much for ChristianMorals eh If you voted for this SHIT then HANG YOUR HEAD IN SHAME JCPMNow POVERTY DisabilityRights URL	OFF	TIN	IND
69283	 brexit Chequers proposal is a disaster for Britain  ChuckChequers now  URL	NOT		
89565	 You are an amazing organizer 	NOT		
14433	 Jen doesnt wear pearls And what she is clutching is justice and righteousness and the hope that we ALL can do better and be more than we are in these horrific moments	NOT		
58398	 Talk about falling up He is good money for a year until Belichick goes and gets one of his crafty white receivers out of the lab	NOT		
77863	 Poor Germansthey have refugee violence and antifa violenceit must be nice to live in Germanistan	OFF	TIN	GRP
86874	 Yep because banning guns stops gun homicides Youll also note thats close to the lowest number on record What exactly would count as evidence if not that Are you saying that if gun control doesnt stop ALL violence its failed	NOT		
31309	 Oh shit	OFF	UNT	
83731	 They probably all wrote it together while pissing in your McDonalds coffee	OFF	TIN	GRP
90866	 Anyone have tabs on Asia Argento metoo	NOT		
91953	 Shes trolling to fuck with you cause some of yall be quick to call mfs coons for minor disagreements	OFF	TIN	IND
98670	 I hate so much now They fucked up the whole franchise	OFF	TIN	IND
11829	 Gun control only works for those who have the guns  If you have all of the guns you will most definitely have all of the control	NOT		
40614	HAPPY ConstitutionDay all my MAGA peeps A great time to be alive	NOT		
88903	 He is going to destroy america like he has done to many of his businesses he does care about middle or lesser america and americans he only cares for himself and the top  who hopefully see the light soon before they have no countries to sell their products to	OFF	TIN	GRP
29616	 Where is this persons gun control narrative Certainly he must not believe in the second amendment 	NOT		
69968	 Global Clash between Liberals and Conservative Shastrartha style	NOT		
19073	 rae sis dont say no offense then like tweets calling me a sad bitch also im truly shocked ur on the L train this year	OFF	TIN	IND
24221	 Antifa are nothing but terrorists antifa antifaAREterrorists	NOT		
60142	 i love you so much and im so proud of the great actress you are today	NOT		
10420	 All he is missing are the inmate number	OFF	TIN	IND
54025	 And Ill assume you are antiJujubes	NOT		
29339	 theyre setting a horrendous precedent here Any horny teenage makeout sessions are now open to interpretation and hazy recollecting	NOT		
21861	 Hasnt this flake left yet How dare these people hang a man without evidence and at the word of a loon with repressed memory Sue her and I bet she shuts up fast	OFF	TIN	IND
62826	meDIAtoo Selective putrid outrage ONLY AT Conservatives only BY LIBERALS who want us to know how MORAL they are Re Kavanaugh and ANY OTHER REPUB who will stand up against them URL	OFF	TIN	GRP
59275	 Its the only way he can rationalize his world view is to believe anyone using logic against him is a Russian bot Liberals dont like logic or having facts to counter their beliefs and intolerant opinions	NOT		
14306	 damn that headgear is lit sucks im not on pc ubi plz for console to	OFF	UNT	
27802	 Further proving that LiberalismCausesMentalRetardation and Feminists are a cancer on the American Republic	OFF	TIN	GRP
43332	  Liberals Just Pull Kavanaughthe next guy will be fine Me You Democrats are so obvious You are gonna smear everybody and call them a rapist URL	NOT		
72498	 Liberals wont cry over milk they wont spill	NOT		
79232	  He is the ultimate tease	NOT		
86345	 Does Eric even know where he is	NOT		
64873	 ATTENTION is publicizing a list of ANTIFA TARGETS comprised of Trump supporters Some are high profile names but MANY are everyday Trump supporters Please report him to Twitter They still have NOT suspended his account Check out his Lists	NOT		
94554	 You are a Communist state controlled newspaper Very much like ANTIFA would love to see And your country executes people who dissent with your support Enough said Get off my twitter stream	OFF	TIN	IND
70231	 I fully support Antifa I give them money White nationalism is cancer in a proudly multicultural society It should be illegal It is in Germany We had two wars over this issue White nationalists lost both We are done with this discussion	OFF	TIN	GRP
20095	 President Trump will post a message  to our cell phones Prepping for internet social media block out	NOT		
37572	 They cant His a sheep Just follow along with fake news and put everyone who can think for themselves as KKK Antifa wannabes	OFF	TIN	OTH
14879	 HYPOCRITE You run a commercial about ur support for gun control amp protecting kids showing ur kids Really U support ABORTION Whats the difference in that and a gun They BOTH KILL 	OFF	TIN	IND
96898	 you are my late night thoughts	NOT		
19675	 Liberals like you WILL never convince us to become lazy entitled victims But keep trying I just feel sorry for your son Having to be raised by someone who will only impart him with the mindset of selfhate and victimhood	OFF	TIN	IND
15989	 Dont need to make it any more obvious how desperate you areyour replaced comment was enough indication of where your prejudices and xenophobic views stem from	NOT		
84092	 First Man movie is an accurate metaphor for the NWO Globalist Leftthey give you enough to make you believe theyre truthful unless you have educated yourself	OFF	TIN	GRP
76896	  a friend of both myself and your father So she is safe to talk to	NOT		
77901	 you are LITERALLY so woke and sexy	NOT		
57645	 hey Samsung on your website you declined me  times for credit I can afford your phone without your ass this is my second one maybe next time even though I hate iPhone Ill buy iPhone so screw you	OFF	TIN	OTH
88582	 Thats how a career in media workspeople admire you If people think youre a piece of shit you wont make it far	OFF	TIN	IND
51900	 Shame she is noting but professionalism she has one and day and everyone wants to judge	NOT		
60315	 You are a disgrace	OFF	TIN	IND
90051	 Its her choice her lifewhy would you want someone at your wedding if they dont want to be there At least she is being honest 	NOT		
86357	 Wtf do you think antifa means	NOT		
87687	 oldest son of President Ronald Reaganlays out the case for why Conservatives Should Back NetNeutrality URL No wonder why over  of Democratic AND Republican voters oppose the FCCs repeal Call Congress today URL	NOT		
20523	 There is no clear relationship between strict gun control legislation and homicide or violent crime rates Interesting phrasing And for that particular question Swearer goes overwhelmingly international to disprove a correlation	NOT		
32872	 Funny how often you see criticism of federal polices and some writes both the conservatives and the liberals	NOT		
35710	 Im jealous	OFF	TIN	IND
70296	 You are out of you damn mind Feinstinkle had this band then leaked it She took a lie detector test and hired a lawyer last month She is accusing a judge of a crime that is  years old with no proof Ruining a mans life over an accusation with no proof you STFU	OFF	TIN	IND
94698	 Why are we engaging a brit antifa again I lost track	NOT		
50647	 Convincing conservatives loosely defined to have this change of mindset is definitively crucial to win And the change will come regardless anywayits just a matter of it it will come before its already too late	NOT		
97778	 Guess what Chicago kids go theu this shit every day and they have the strictest gun control around	OFF	TIN	GRP
29161	 Liberals believe rules are for the Middle Class and those hoping to join them ethics friendsandfamily cdnpoli lpc 	NOT		
69957	 Police your own first right You see it as unfortunate he is saying these things in public but others see it even more unfortunate that she says the things she says in public She is an extremely public figure and he is using a similar platform	OFF	TIN	OTH
21206	 Socialism once its implemented has historically had only one effective stop measure and that has been civil war Knowing that the forcereasoning behind gun control becomes clear You can have a clear picture of this process by reading Saul AlinskysRules for Radicals	OFF	TIN	GRP
12942	 Hi They know Kavenaugh in liberals out for  years No one wants to mention this ITS BIG You should send it out to your tree Ive been away and dont have many followers Could stir up a kickback might make a difference Principals rock solid Please retweet	NOT		
69258	 What role does gun control play on school safety	NOT		
23394	 I really think he is mentally ill Why does his family not address the issues Maybe Jared did with the oped	OFF	TIN	IND
42338	 Theres definitely a feedback loop which is now even warping perceptions within the movement Labour factions often hate each other more than the conservatives	NOT		
73842	 Yeah she is and oh Im working that day but we will plan it	NOT		
32062	In a heartbeat   MAGA KAG Absolutely URL	NOT		
96773	 But he is still fucked up for not respecting LGBTQ	OFF	TIN	IND
85550	 Absolutely He is very special	NOT		
25908	FarRight Leader QuoteoftheDay My deal or no deal hows about NoTrust NoConfidence your party is a CrimeSyndicate even a mafia investigator has stated on public record ToriesOUT CriminalsinUniform CriminalsOutofNumber GE GTTO	NOT		
59041	 Ill defend him I think the CA professor is a lying liberals pile of horse dung There	NOT		
12774	 Holy shit how brainwashed can ya be	OFF	TIN	IND
95898	 Thank you she is a gentle soul xxx URL	NOT		
75809	 Yea Jeff should go Antifa is a terrorist organization	OFF	TIN	GRP
52021	 yeah he had to go back to the faerie world to handle shit there	OFF	TIN	IND
97939	 even he is conceding his own spot URL	NOT		
54493	 The ultra left thugaratti are no joke either Lets together condemn both Antifa Colleges that riot over Ben Shapiro speaking I definitely condemn any threats against her	NOT		
67338	 You just make the numbers up now dont you	NOT		
50124	 Honestly right after the election I still hoped that Trump would prove to be a secret Democrat on at least some issues and that it would be conservatives who were mad and depressed by this point in his presidency Obviously I was wrong	NOT		
