test_case	id	source	language	text	task1	task2
EXIST2021	1760	twitter	en	 Javad Zarif is like a prostitute every day you are next to someone Today Erdogan yesterday Venezuelan mother if you are silent they do not say Lali you should not be called a trowelThey should tell you paper napkins When your last days are over look for the hole	sexist	stereotyping-dominance
EXIST2021	1761	twitter	en	   What victim card did I play Just because you mansplain it doesnt make you right	sexist	ideological-inequality
EXIST2021	1762	twitter	en	Musk ox like this one call the frozen Arctic home Having inhabited this rough terrain for thousands of years their bodies have adapted to the frigid climate with their long shaggy hair concealing a shorter undercoat that provides additional insulation in winter 	non-sexist	non-sexist
EXIST2021	1763	twitter	en	Equality between men and women is a word made up by feminism and what they fight for Theres nothing about equality in Gods Word Were all completely different and unique Fighting to be equal only breeds discontentment and contention Its not of God	sexist	ideological-inequality
EXIST2021	1764	twitter	en	I really should start up a sex course for men and the masc women Im knowledgeable in that subject in being intuitive sexually with your partner	non-sexist	non-sexist
EXIST2021	1765	twitter	en	  let me guess trump supporter and feminazi	sexist	ideological-inequality
EXIST2021	1766	twitter	en	Since records were kept over  of all violent crime has been committed by men Women experience similar levels of stress and anger but account for less than  of all violent crime convictionsNo NotAllMen but way too many NashvilleBomb Rockfordshooting 	sexist	misogyny-non-sexual-violence
EXIST2021	1767	twitter	en	 You really want those ugly H armors running around in H It looks so out of place	non-sexist	non-sexist
EXIST2021	1768	twitter	en	 He went from one single mom to another Success later in life doesnt automatically change your base wiring Fame and wealth opened up who he had access to but doesnt change him Like most women she will be as loyal as her options	sexist	stereotyping-dominance
EXIST2021	1769	twitter	en	WW  is a major disappointment This powerful warrior pining for Chris Pine for  years I dont think so Antithesis of what an empowered Wonder Woman should be about	sexist	ideological-inequality
EXIST2021	1770	twitter	en	  She gets on my tits	non-sexist	non-sexist
EXIST2021	1771	twitter	en	 Girl I understand	non-sexist	non-sexist
EXIST2021	1772	twitter	en	He said reverse psychology but make it feminism	sexist	ideological-inequality
EXIST2021	1773	twitter	en	He made me look weak He made you look desirableDont get me startedThat monster made me look like a prostitute you dont have to treat with respect	sexist	objectification
EXIST2021	1774	twitter	en	A stool Organization  Frigid before What actually went wrong	non-sexist	non-sexist
EXIST2021	1775	twitter	en	  but some peeps genuinely dont want to be sodomized and some genuinely dont want to sodomize all good enjoy	non-sexist	non-sexist
EXIST2021	1776	twitter	en	  Pop Smoke big smokeClippin the stick stick in the coat BoomAnd they got guns same size as Kevin HartPlease dont think its a jokeBack on tour with the gang and its sold outTwentytwo dates I aint missin a showGot the ladies hittin my phone Brr	non-sexist	non-sexist
EXIST2021	1777	twitter	en	 Malik is a dumb mother fucker He literally drops his young Instagram model wife who he has a child with for a  year old Whore who is like a door knob everybody gets a turn	sexist	objectification
EXIST2021	1778	twitter	en	Men of means dont want used up women whove been riding the cock carousel Nobody wants to settle for sloppy seconds 	sexist	sexual-violence
EXIST2021	1779	twitter	en	bitch imUP	non-sexist	non-sexist
EXIST2021	1780	twitter	en	 My brother is autistic and I take care of him by myself as a physically disabled woman After losing our home this year when our father passed everyday has been tough Its been a struggle If I could buy a gift for my brother at least that would make me so happy EolaDavis	non-sexist	non-sexist
EXIST2021	1781	twitter	en	                                                  You can call it misandry if you want but there is truth to it	non-sexist	non-sexist
EXIST2021	1782	twitter	en	misandry isnt real but if we put our minds together it can be	non-sexist	non-sexist
EXIST2021	1783	twitter	en	 oh well gold digger is a classic	sexist	stereotyping-dominance
EXIST2021	1784	twitter	en	  Victim card	non-sexist	non-sexist
EXIST2021	1785	twitter	en	Nah your telling my Gerard wanted to be straight so bad that the first mf woman he saw who was a known racist he married and even after shes been outed as a bad person hes like yep hetero life my wife mwah	non-sexist	non-sexist
EXIST2021	1786	twitter	en	 This catapulted me into a field of memories I thought Id successfully repressed	non-sexist	non-sexist
EXIST2021	1787	twitter	en	It is most important question that how many farmers took  part in this agitation after reading and studying provisions of these  laws Inclusion of women and children shows attitude of emotional blackmailing	non-sexist	non-sexist
EXIST2021	1788	twitter	en	sexism against men isnt as big of an issue as it as against women obviously however saying sexism is only ever against women is quite literally anti feminist in that its against the agenda of feminism	sexist	ideological-inequality
EXIST2021	1789	twitter	en	The beat down ground and pound for  seconds standup fight  seconds lbs jabs  seconds lbs uppercut  seconds  minute rest repeat amp end with  minute of abs the beat down	non-sexist	non-sexist
EXIST2021	1790	twitter	en	You look like a prostitute whore Nancy	sexist	objectification
EXIST2021	1791	twitter	en	The girl I smoked with for the first time in the East mall parking lot while jipping wants to order a tray lol full circle baby	non-sexist	non-sexist
EXIST2021	1792	twitter	en	  I dont take offense to things that dont apply to me even if they apply to part of my demographic If I were you Id look a little deeper into why you use things like hateful feminist and whore to respond to women I didnt go further than saying men	non-sexist	non-sexist
EXIST2021	1793	twitter	en	So just another bloke speaking over Women amp telling Women how it should be All I have to say to him is Get Tae back in yer misogynistic lane dude Women dont need to be stroking yer ego I am so over these Narcissistic Men 	sexist	misogyny-non-sexual-violence
EXIST2021	1794	twitter	en	vileIm flyin I jump You can look but dont you hump WhooIm major I roar I swear Im not a whoreWe cheer and we lead We act like were on speedDont hate us cause were beautiful cause we dont like you eitherWere cheerleaders We are cheerleaders ROLL CALL	non-sexist	non-sexist
EXIST2021	1795	twitter	en	im zootedhigh while watching IP Man and editing a review need to nap	non-sexist	non-sexist
EXIST2021	1796	twitter	en	 re true crime stuff Some of it is ok but thats mostly cos its kinda like social history The Ripper about UKs most notorious serial killer is interesting They have feminists on there putting it into context I mean Im not into it but it helps me get through it	non-sexist	non-sexist
EXIST2021	1797	twitter	en	yall have cock block energy	non-sexist	non-sexist
EXIST2021	1798	twitter	en	  I am the one who know very well	non-sexist	non-sexist
EXIST2021	1799	twitter	en	  They follow him in his later writings and are willing to die to kill others for him If you start to travel you will see I recall  here very much because I was sickened in my heart the night before you hit us I am also always upset I cannot see burqa women to speak to them	non-sexist	non-sexist
EXIST2021	1800	twitter	en	 Reham please  dont expect from a paid troll who sold his soul for some money will care if you are a womanThey r skunks whose job his  discharge foul spry language creat such foul environment that people loose focus on the message Foul smells and language is gender free 	non-sexist	non-sexist
EXIST2021	1801	twitter	en	 A new season of Letterkenny just came out Im currently binge watching Bridgerton along with everyone else apparently I just finished Why Women Kill on CBS All Access which was very entertaining And Im also watching Schitts Creek which is just awesome	non-sexist	non-sexist
EXIST2021	1802	twitter	en	Y we as ladies always have to prove ourselves to our men folk at this stage in my life I dont feel the need to prove myself whatever lies  in the dark yes lies in the dark will come to the light u I aint got to lie to kick it  n how u lie to a Psychic medium small mindset 	non-sexist	non-sexist
EXIST2021	1803	twitter	en	awww look at her obsessed  now go back to the kitchen cook for your manly husband and leave harry alone 	sexist	stereotyping-dominance
EXIST2021	1804	twitter	en	Anyway the BEST thing happened today we got ANOTHER WOMAN OF COLOUR in the office I work in Theres now TWO OF US TWO WHOLE WOMEN OF COLOUR	non-sexist	non-sexist
EXIST2021	1805	twitter	en	   you pick the worst yt bitches please relacks fruit basket	sexist	misogyny-non-sexual-violence
EXIST2021	1806	twitter	en	sometimes i feel like that  lady from how i met your mother who is only single for like  hours at a time but collects a few ppl that crush on her over time so when she is single theres always some waiting to date her anyway the character reeks of subtle misogyny but she is me	sexist	stereotyping-dominance
EXIST2021	1807	twitter	en	fr though so many dudes who claim to be leftistsfeminists truly hate women and have done zero work on their internalised misogyny the only reason they arent openly misogynistic is cause they know it would lose them followers	sexist	misogyny-non-sexual-violence
EXIST2021	1808	twitter	en	 thats called sexual harassment	sexist	sexual-violence
